kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A10022916,상도1차갑을명가아파트,서울특별시 동작구 상도동 458 상도1차갑을명가아파트,분양,개별난방,17948.0,2,123.0,갑을건설(주),조합,0232804434, ,아파트,서울특별시 동작구 국사봉길 178,위탁관리,계단식,20061016,0232800116,123.0,12827.42,0.0,123.0,0.0,0.0,10141.39,1159010200,13.0,13.0,0.0,4.0,07051
A10024365,상도역롯데캐슬파크엘,서울특별시 동작구 상도동 904 상도역롯데캐슬파크엘,분양,개별난방,139978.0,13,950.0,롯데건설,태려건설,0232806667, ,아파트,서울특별시 동작구 양녕로 220,위탁관리,계단식,20210218,0232806668,950.0,89570.71,467.0,451.0,32.0,0.0,68120.5232,1159010200,20.0,20.0,5.0,31.0,07032
A10024777,상도동 롯데캐슬 비엔,서울특별시 동작구 상도동 530 상도동 롯데캐슬 비엔,분양,개별난방,26307.51,4,141.0,롯데건설,약수아파트 재건축 조합,028157522, ,아파트,서울특별시 동작구 양녕로 170,위탁관리(직영+위탁),계단식,20101230,028157524,141.0,16235.3,0.0,99.0,42.0,0.0,12830.68,1159010200,10.0,10.0,2.0,0.0,07037
A10025768,이편한세상 상도노빌리티,서울특별시 동작구 상도동 903 이편한세상 상도노빌리티,혼합,개별난방,141262.73,8,893.0,대림산업,상도노빌리티재건축조합,028270181,cafe.naver.com/sdnobilityapt,아파트,서울특별시 동작구 만양로 6,위탁관리,혼합식,20181203,028270183,893.0,94471.74,253.0,584.0,56.0,0.0,70828.56,1159010200,29.0,29.0,4.0,21.0,06919
A10027424,상도파크자이 아파트,서울특별시 동작구 상도동 363 상도파크자이 아파트,혼합,개별난방,68939.78,7,471.0,GS건설,상도제10구역 주택재개발 정비사업조합,028270795, ,아파트,서울특별시 동작구 장승배기로11가길 11,위탁관리,혼합식,20160826,028270798,471.0,46217.676,106.0,365.0,0.0,0.0,33362.69,1159010200,25.0,25.0,2.0,13.0,06937
A10027472,상도효성해링턴플레이스,서울특별시 동작구 상도동 536 상도효성해링턴플레이스,혼합,개별난방,33592.0,2,202.0,(주)효성,상도동지역주택조합,028255300, ,아파트,서울특별시 동작구 상도로 207,위탁관리,계단식,20160203,028255330,202.0,21163.068,54.0,148.0,0.0,0.0,15804.14,1159010200,28.0,28.0,4.0,6.0,06921
A10027614,상도 휴엔하임 도시형생횔주택,서울특별시 동작구 상도동 363-164 상도 휴엔하임 도시형생횔주택,분양,개별난방,11143.0,1,298.0,신구건설(주),상도개발(주),028254670, ,아파트,서울특별시 동작구 상도로15길 131,위탁관리,계단식,20160224,028264670,298.0,6646.0,298.0,0.0,0.0,0.0,4444.8,1159010200,15.0,15.0,2.0,2.0,06937
A10027633,상도2차 두산위브트레지움 아파트,서울특별시 동작구 상도동 535 상도2차 두산위브트레지움 아파트,혼합,개별난방,99488.17,6,582.0,두산중공업,상도동 두산위브 지역주택조합,028270510, ,주상복합,서울특별시 동작구 상도로30길 40,위탁관리,계단식,20160127,028270512,582.0,63187.797,127.0,455.0,0.0,0.0,46214.5592,1159010200,23.0,23.0,3.0,14.0,06964
A15603001,상도동원베네스트,서울특별시 동작구 상도동 528 상도동원베네스트,분양,개별난방,23332.004,4,162.0,동원시스템즈(주)/건설,상도동원지역주택조합,028243394, ,아파트,서울특별시 동작구 상도로34길 42,위탁관리,계단식,20081031,028253394,162.0,17602.01,0.0,162.0,0.0,0.0,13731.147,1159010200,13.0,13.0,1.0,6.0,06965
A15603002,브라운스톤상도,서울특별시 동작구 상도동 527 브라운스톤상도,분양,개별난방,58340.28,8,415.0,이수건설,상도이수지역주택조합,028212755,www.brsda.com,아파트,서울특별시 동작구 상도로31길 19,위탁관리,계단식,20071226,028212753,415.0,40979.42,110.0,305.0,0.0,0.0,32498.01,1159010200,18.0,18.0,2.0,13.0,06921
A15603003,상도건영제2 관리사무소,서울특별시 동작구 상도동 414 상도건영제2 관리사무소,임대,개별난방,29981.49,2,552.0,(주)건영,재개발사업,028138133, ,아파트,서울특별시 동작구 만양로 26,위탁관리,복도식,19970912,028138233,552.0,29979.12,552.0,0.0,0.0,0.0,18105.6,1159010200,18.0,18.0,1.0,8.0,06918
A15603004,상도sh-ville,서울특별시 동작구 상도동 430 상도sh-ville,임대,개별난방,65825.46,4,953.0,(주)C&우방,에스에이치공사,028226950, ,주상복합,서울특별시 동작구 상도로53길 70,위탁관리,복도식,20061103,028216950,953.0,44304.97,953.0,0.0,0.0,0.0,30905.79,1159010200,15.0,15.0,0.0,10.0,06977
A15603006,래미안상도3차,서울특별시 동작구 상도동 431 래미안상도3차,분양,개별난방,280216.8,28,1656.0,삼성물산(주) 주택부문,상도 제4구역 주택재개발사업 조합,028122936, ,아파트,서울특별시 동작구 상도로53길 8,위탁관리,계단식,20041224,0263325580,1656.0,192418.69,116.0,1019.0,493.0,28.0,155288.68,1159010200,15.0,15.0,2.0,58.0,06977
A15603007,상도래미안1차제2,서울특별시 동작구 상도동 447 상도래미안1차제2,임대,개별난방,11207.432,1,164.0,삼성건설,삼성건설,028156523, ,아파트,서울특별시 동작구 등용로 37,위탁관리,복도식,20041206,028156524,164.0,11207.432,164.0,0.0,0.0,0.0,4967.396,1159010200,18.0,18.0,3.0,2.0,06948
A15603008,힐스테이트상도프레스티지,서울특별시 동작구 상도동 533 힐스테이트상도프레스티지,분양,개별난방,158633.72,16,882.0,현대엠코,지역주택조합,028270388,astonpark.co.kr,아파트,서울특별시 동작구 상도로 346-2,위탁관리,계단식,20130814,028270389,882.0,106266.17,24.0,640.0,218.0,0.0,82034.881,1159010200,20.0,20.0,4.0,26.0,07034
A15603009,상도더샵2차,서울특별시 동작구 상도동 534 상도더샵2차,분양,개별난방,23430.0,4,138.0,포스코건설,상도동165번지 지역주택조합,0232806663,상도더샵2차.apti.co.kr,아파트,서울특별시 동작구 장승배기로10길 100,위탁관리,계단식,20140407,0232806661,138.0,11758.61,0.0,136.0,1.0,1.0,11758.61,1159010200,12.0,12.0,3.0,6.0,06966
A15603203,아이파크상도동,서울특별시 동작구 상도동 416 아이파크상도동,분양,개별난방,45623.46,6,400.0,현대산업개발주식회사,상도아파트재건축조합,028238896, ,아파트,서울특별시 동작구 장승배기로 26,위탁관리,계단식,20040427,028158897,400.0,45355.64,0.0,324.0,76.0,0.0,36254.12,1159010200,22.0,22.0,2.0,11.0,06967
A15603204,상도래미안1차,서울특별시 동작구 상도동 450 상도래미안1차,분양,개별난방,81236.0,7,517.0,삼성건설(주),상도2구역 주택재개발조합,028236884,상도래미안1차.apti.co.kr,아파트,서울특별시 동작구 등용로 37,위탁관리,계단식,20041206,028236885,517.0,59196.88,109.0,277.0,131.0,0.0,45011.296,1159010200,19.0,19.0,2.0,15.0,06948
A15603206,상도더샵,서울특별시 동작구 상도동 521 상도더샵,분양,개별난방,197874.17,22,1122.0,포스코건설(주),포스코건설(주),028248292,.www.sdthesharp.com/,아파트,서울특별시 동작구 장승배기로4길 9,위탁관리,계단식,20070928,0262698293,1122.0,137481.02,364.0,305.0,288.0,165.0,109786.216,1159010200,15.0,15.0,3.0,41.0,06966
A15603401,경향렉스빌아파트,서울특별시 동작구 상도동 445 경향렉스빌아파트,분양,개별난방,33119.0,2,197.0,경향건설(주),삼진재건축조합,028237345, ,아파트,서울특별시 동작구 양녕로23길 9,위탁관리,혼합식,20021015,0263347345,197.0,23456.41,18.0,108.0,71.0,0.0,17515.6418,1159010200,18.0,18.0,3.0,4.0,07049
A15603502,래미안상도2차,서울특별시 동작구 상도동 421 래미안상도2차,분양,개별난방,63061.12,9,431.0,삼성물산,상도6구역주택재개발조합,028139922,cafe.daum.net/raemian02,아파트,서울특별시 동작구 상도로55길 47,위탁관리,계단식,20031030,028135426,431.0,42265.67,173.0,174.0,84.0,0.0,34752.774,1159010200,15.0,15.0,0.0,17.0,06978
A15671801,상도두산위브,서울특별시 동작구 상도동 529 상도두산위브,분양,개별난방,31702.996,4,190.0,두산중공업(주),아이앤디개발(주),028130041,없음,아파트,서울특별시 동작구 상도로30길 39,위탁관리,계단식,20100315,028130042,199.0,16468.135,0.0,180.0,10.0,0.0,16468.135,1159010200,18.0,18.0,2.0,8.0,06964
A15678101,상도현대,서울특별시 동작구 상도동 412 상도현대,분양,개별난방,21098.0,2,194.0,현대건설,상도연합주택조합,028132231,a79366@gmail.com,아파트,서울특별시 동작구 사당로2길 2-32,위탁관리,혼합식,20030616,028138156,194.0,18638.42,99.0,95.0,0.0,0.0,13984.55,1159010200,15.0,15.0,2.0,5.0,07027
A15678102,상도삼호,서울특별시 동작구 상도동 408 상도삼호,혼합,중앙난방,81197.0,5,682.0,삼호건설,삼호건설,02-825-6525, ,아파트,서울특별시 동작구 상도로 407,위탁관리,혼합식,19940225,0262656521,682.0,66203.05,221.0,257.0,204.0,0.0,52353.09,1159010200,17.0,17.0,3.0,16.0,07026
A15678103,힐스테이트상도센트럴파크,서울특별시 동작구 상도동 531 힐스테이트상도센트럴파크,분양,개별난방,251674.0,22,1559.0,현대엠코,상도134지역주택조합,028268901,hillstatesangdo.co.kr,아파트,서울특별시 동작구 상도로 346-1,위탁관리,계단식,20120925,028268904,1559.0,172423.38,241.0,1079.0,239.0,0.0,134028.4378,1159010200,18.0,18.0,0.0,47.0,07039
A15683402,상도동중앙하이츠빌아파트,서울특별시 동작구 상도동 415 상도동중앙하이츠빌아파트,분양,개별난방,90284.74,10,544.0,(주)중앙건설,상도동연합주택조합,028136752, ,아파트,서울특별시 동작구 상도로 320,위탁관리,계단식,20031030,0267466752,544.0,50277.164,30.0,390.0,124.0,0.0,50277.0244,1159010200,25.0,25.0,3.0,17.0,07033
A15683601,상도1동대림,서울특별시 동작구 상도동 411 상도1동대림,분양,개별난방,40787.36,3,279.0,대림산업(주),직장조합,028177279, ,아파트,서울특별시 동작구 상도로60길 20,위탁관리,복도식,19951204,028267279,279.0,22014.0,0.0,279.0,0.0,0.0,22403.31,1159010200,15.0,15.0,6.0,5.0,07040
A15683901,상도쌍용,서울특별시 동작구 상도동 418 상도쌍용,분양,개별난방,40422.0,6,389.0,쌍용건설,상도3구역주택재개발조합,028122472, ,아파트,서울특별시 동작구 상도로 107,위탁관리,계단식,20031120,028122473,389.0,40122.32,124.0,179.0,86.0,0.0,32290.381,1159010200,15.0,15.0,2.0,15.0,06952
A10026873,극동강변아파트,서울특별시 동작구 본동 148-2 극동강변아파트,분양,개별난방,13816.95,1,123.0,극동건설(주),흥국생명보험(주),028130446, ,아파트,서울특별시 동작구 매봉로 156,위탁관리,계단식,19920309,028130449,123.0,10421.79,0.0,123.0,0.0,0.0,10421.79,1159010400,13.0,13.0,0.0,5.0,06906
A15605102,본동한신휴플러스,서울특별시 동작구 본동 487 본동한신휴플러스,분양,개별난방,39507.0,4,247.0,한신공영,본동제2구역 제3지구 주택재개발조합,028137209, ,아파트,서울특별시 동작구 매봉로 99,위탁관리,계단식,20040807,0262687209,247.0,22344.14,31.0,144.0,72.0,0.0,22344.14,1159010400,18.0,18.0,3.0,8.0,06916
A15606001,경동윈츠리버,서울특별시 동작구 본동 484 경동윈츠리버,분양,개별난방,34886.02,6,272.0,경동건설,경동건설,028128656, ,아파트,서울특별시 동작구 노량진로32길 156,위탁관리,계단식,20041230,0262938656,272.0,24595.047,142.0,78.0,52.0,0.0,19985.68,1159010400,13.0,13.0,2.0,13.0,06907
A15606002,유원강변,서울특별시 동작구 본동 482 유원강변,분양,개별난방,41807.8,5,306.0,유원울트라,준용연립재건축조합외,028249414, ,아파트,서울특별시 동작구 노량진로23가길 20,위탁관리,계단식,20000809,028259414,306.0,32506.4,44.0,236.0,26.0,0.0,25532.62,1159010400,25.0,25.0,2.0,1.0,06902
A15606003,본동삼성래미안아파트,서울특별시 동작구 본동 492 본동삼성래미안아파트,분양,개별난방,72488.83,6,477.0,삼성물산,본동제4구역재개발조합,028221162, ,아파트,서울특별시 동작구 매봉로 123,위탁관리,계단식,20041021,028221163,477.0,50884.39,99.0,272.0,106.0,0.0,41034.9986,1159010400,18.0,18.0,2.0,14.0,06916
A15606004,본동신동아,서울특별시 동작구 본동 481 본동신동아,분양,중앙난방,85044.0,9,765.0,신동아,본동제1구역제2지구주택개량재개발조합,028252318, ,아파트,서울특별시 동작구 매봉로 134,자치관리,혼합식,19930626,028261291,765.0,81054.914,273.0,228.0,264.0,0.0,61394.91,1159010400,12.0,12.0,0.0,16.0,06906
A15606005,한강쌍용,서울특별시 동작구 본동 150 한강쌍용,분양,개별난방,23192.16,2,161.0,쌍용건설(주),본동재개발조합,028226740, ,아파트,서울특별시 동작구 노량진로24길 2,위탁관리,혼합식,19990430,028226741,161.0,16420.37,83.0,47.0,31.0,0.0,12549,1159010400,17.0,17.0,2.0,4.0,06906
A15606006,본동한신휴플러스제2,서울특별시 동작구 본동 488 본동한신휴플러스제2,임대,개별난방,10438.46,1,134.0,(주)한신,재개발,028146975, ,아파트,서울특별시 동작구 매봉로 99,위탁관리,혼합식,20040807,028146976,134.0,10435.92,134.0,0.0,0.0,0.0,4356.34,1159010400,18.0,18.0,3.0,2.0,06916
A15606007,래미안트윈파크,서울특별시 동작구 본동 494 래미안트윈파크,혼합,개별난방,80008.23,5,523.0,삼성물산,본동5구역주택재개발정비사업조합,028150900, ,아파트,서울특별시 동작구 노량진로23가길 23,위탁관리,계단식,20111104,028150910,523.0,52125.79,203.0,216.0,104.0,0.0,40543.38,1159010400,29.0,29.0,3.0,10.0,06902
A15676702,본동SH-ville,서울특별시 동작구 본동 490 본동SH-ville,임대,개별난방,13308.0,1,176.0,(주)C&우방,본동4구역재개발임대아파트건설공사,028227923,SH공사홈페이지,아파트,서울특별시 동작구 노량진로22길 60,위탁관리,복도식,20061103,028244274,176.0,7788.0,176.0,0.0,0.0,0.0,5320.48,1159010400,17.0,17.0,2.0,0.0,06915
A10023350,흑석자이,서울특별시 동작구 흑석동 253-89 흑석자이,혼합,개별난방,167797.88,26,0.0,GS건설,흑석3재개발정비조합,028269903, ,아파트,서울특별시 동작구 서달로 90,위탁관리,혼합식,20230227,028269905,1772.0,167725.34,0.0,0.0,0.0,0.0,249083.74,1159010500,20.0,20.0,5.0,72.0,06987
A10025770,아크로 리버하임,서울특별시 동작구 흑석동 158-1 아크로 리버하임,혼합,개별난방,109103.78,20,1073.0,대림건설(주),흑석7재정비촉진구역주택재개발정비사업조합,028270190, ,아파트,서울특별시 동작구 현충로 52,위탁관리,계단식,20191224,028270192,1073.0,108732.15,313.0,716.0,36.0,8.0,81538.28,1159010500,28.0,28.0,3.0,39.0,06909
A10025867,흑석롯데캐슬에듀포레,서울특별시 동작구 흑석동 340 흑석롯데캐슬에듀포레,혼합,개별난방,84582.336,7,545.0,롯데건설(주),흑석8재정비촉진구역주택재개발정비사업조합,028127231, ,아파트,서울특별시 동작구 서달로 123,위탁관리,기타,20181129,028127230,545.0,52629.96,278.0,237.0,30.0,0.0,38395.02,1159010500,23.0,23.0,4.0,20.0,06973
A15607001,흑석동양,서울특별시 동작구 흑석동 328 흑석동양,분양,개별난방,53118.23,7,423.0,동양메이저건설,동양메이저건설,028167477, ,아파트,서울특별시 동작구 서달로1길 17,위탁관리,계단식,20031104,028167476,423.0,41771.82,147.0,276.0,0.0,0.0,32204.846,1159010500,17.0,17.0,2.0,13.0,06976
A15679103,우리유앤미,서울특별시 동작구 흑석동 329 우리유앤미,분양,개별난방,27096.682,2,206.0,우리건설,경수재건축조합,028127541, ,아파트,서울특별시 동작구 서달로 83,위탁관리,혼합식,20031226,028127542,206.0,20097.84,89.0,93.0,24.0,0.0,15827.2671,1159010500,17.0,17.0,2.0,6.0,06976
A15679104,흑석청호,서울특별시 동작구 흑석동 327 흑석청호,혼합,개별난방,23233.65,5,346.0,(주)해강,서울특별시 도시개발공사,028175152, ,아파트,서울특별시 동작구 서달로2길 29,위탁관리,복도식,19971014,028175142,346.0,23233.65,346.0,0.0,0.0,0.0,16286.4,1159010500,14.0,14.0,0.0,2.0,06986
A15679105,명수대현대아파트,서울특별시 동작구 흑석동 10 명수대현대아파트,분양,중앙난방,91430.0,8,660.0,현대산업개발,주택조합,028160300,명수대현대.apti.co.kr,아파트,서울특별시 동작구 현충로 119,위탁관리,혼합식,19880829,028247021,660.0,87517.65,0.0,330.0,270.0,60.0,67289.1,1159010500,15.0,15.0,0.0,21.0,06904
A15679106,흑석해가든,서울특별시 동작구 흑석동 332 흑석해가든,분양,개별난방,20044.16,1,154.0,이랜드건설(주),흑석시장재개발정비사업조합,028254400, ,주상복합,서울특별시 동작구 서달로 150,위탁관리,혼합식,20101229,028254401,154.0,20044.16,0.0,62.0,92.0,0.0,15251.64,1159010500,20.0,20.0,5.0,2.0,06980
A15679107,흑석한강센트레빌,서울특별시 동작구 흑석동 335 흑석한강센트레빌,혼합,개별난방,112883.86,10,655.0,흑석5구역재개발조합,동부건설(주),028128846,www.hshg.kr,아파트,서울특별시 동작구 흑석한강로 12,위탁관리,혼합식,20110916,028128847,655.0,70868.74,138.0,391.0,126.0,0.0,54329.68,1159010500,20.0,20.0,3.0,20.0,06981
A15679108,흑석한강푸르지오,서울특별시 동작구 흑석동 336 흑석한강푸르지오,혼합,개별난방,152758.27,14,863.0,대우건설,흑석4구역재정비조합,028230300,서울흑석동한강푸르지오.apti.co.kr/aptHome/,아파트,서울특별시 동작구 흑석한강로 27,위탁관리,혼합식,20120802,028240900,863.0,71696.9,175.0,518.0,170.0,0.0,71714.84,1159010500,19.0,19.0,4.0,33.0,06981
A15679109,흑석한강센트레빌2차,서울특별시 동작구 흑석동 339 흑석한강센트레빌2차,혼합,개별난방,167101.0,14,963.0,동부건설(주),흑석6재정비구역 주택재개발정비사업조합,028160088,www.흑석한강센트레빌2.com,아파트,서울특별시 동작구 서달로 91,위탁관리,계단식,20121224,028160111,963.0,106618.39,213.0,559.0,159.0,32.0,81393.655,1159010500,20.0,20.0,4.0,34.0,06975
A15685702,흑석한강현대,서울특별시 동작구 흑석동 28 흑석한강현대,분양,중앙난방,118020.26,13,960.0,현대건설,현대건설,028126812, ,아파트,서울특별시 동작구 현충로 151,위탁관리,혼합식,19880907,028174201,960.0,114249.6,0.0,570.0,390.0,0.0,90612.75,1159010500,15.0,15.0,0.0,26.0,06904
A10023898,이수스위첸포레힐즈아파트,서울특별시 동작구 동작동 102 이수스위첸포레힐즈아파트,분양,개별난방,55634.953,7,366.0,KCC건설,KCC건설,0234829233, ,아파트,서울특별시 동작구 동작대로45길 10,위탁관리,계단식,20220228,0234829234,370.0,39297.49,88.0,278.0,0.0,0.0,28546.57,1159010600,15.0,15.0,2.0,17.0,06994
A10025175,신동아갯마을아파트,서울특별시 동작구 동작동 329 신동아갯마을아파트,,,0.0,1,44.0, , ,025940999, ,아파트,서울특별시 동작구 동작대로43길 36,기타,,20010704, ,0.0,0.0,21.0,20.0,3.0,0.0,3117.09,1159010600,1.0,10.0,0.0,0.0,06994
A15608001,이수교스위첸,서울특별시 동작구 동작동 332 이수교스위첸,분양,개별난방,32003.0,5,178.0,케이씨씨건설,공작파크재건축조합,0234828584,isukccswitzen@daum.net,아파트,서울특별시 동작구 동작대로45길 22,위탁관리,계단식,20060330,0234828583,178.0,21820.54,20.0,72.0,86.0,0.0,17793.94,1159010600,15.0,15.0,2.0,8.0,06994
A15608002,동작금강KCC,서울특별시 동작구 동작동 331 동작금강KCC,분양,개별난방,38393.71,7,276.0,주)KCC건설,태화연립조합,025915610, ,아파트,서울특별시 동작구 동작대로39가길 55,위탁관리,계단식,20031030,025915609,276.0,23894.93,21.0,223.0,32.0,0.0,23894.93,1159010600,23.0,23.0,1.0,9.0,06992
A15608003,이수힐스테이트,서울특별시 동작구 동작동 333 이수힐스테이트,분양,개별난방,115589.0,15,680.0,현대건설,정금마을재건축조합,025372083,isuhillstate.com,아파트,서울특별시 동작구 동작대로39길 22,위탁관리,계단식,20130219,025372170,680.0,80717.555,171.0,303.0,173.0,33.0,59856.36,1159010600,15.0,15.0,2.0,27.0,06993
A10020085,스타팰리스 이수,서울특별시 동작구 사당동 1008-1 스타팰리스 이수,임대,개별난방,10157.02,1,0.0,트래콘건설,중앙랜드,025813413, ,도시형 생활주택(주상복합),서울특별시 동작구 동작대로17길 5,위탁관리,복도식,20260213,025813414,162.0,8551.33,0.0,0.0,0.0,0.0,3917.79,1159010700,15.0,15.0,3.0,2.0,
A10021807,사당삼성아파트,서울특별시 동작구 사당동 1140- 사당삼성아파트,분양,,0.0,1,113.0,삼성준공업,사당동재건축조합,025954406, ,아파트,서울특별시 동작구 동작대로35아길 14,자치관리,혼합식,19991231,025954407,113.0,11368.29,49.0,53.0,11.0,0.0,8646.71,1159010700,12.0,12.0,1.0,0.0,
A10022181,사당kcc아파트,서울특별시 동작구 사당동 1153 사당kcc아파트,분양,개별난방,16579.0,2,111.0,주)kcc건설,아주연립,025840584,없음,아파트,서울특별시 동작구 사당로20나길 57,위탁관리,계단식,20070720,025840585,111.0,12281.01,0.0,88.0,23.0,0.0,10248.0354,1159010700,12.0,12.0,1.0,5.0,
A10022230,르메이에르,서울특별시 동작구 사당동 1141- 르메이에르,분양,개별난방,0.0,1,140.0,르메이에르,르메이에르,025831065, ,아파트,서울특별시 동작구 사당로20길 119,위탁관리,혼합식,20011207,025831066,140.0,13441.38,63.0,77.0,0.0,0.0,10268.08,1159010700,0.0,16.0,2.0,0.0,
A10024245,이수푸르지오더프레티움,서울특별시 동작구 사당동 42 이수푸르지오더프레티움,혼합,개별난방,80835.07,11,514.0,대우건설,사당3주택재건축정비사업조합,0234829309,isuptp@aptstory.com,아파트,서울특별시 동작구 동작대로39길 39,위탁관리,계단식,20210629,0234829310,514.0,50194.094,193.0,306.0,12.0,3.0,38715.6,1159010700,15.0,15.0,3.0,21.0,06995
A10024642,사당진흥아파트,서울특별시 동작구 사당동 1142 사당진흥아파트,분양,개별난방,21137.33,1,140.0,성동종합건설(주),성동종합건설(주),025982778, ,아파트,서울특별시 동작구 사당로16아길 43,위탁관리,혼합식,20041229,025982798,140.0,11962.174,6.0,120.0,14.0,0.0,11962.1738,1159010700,1.0,14.0,0.0,0.0,07020
A10024811,남해오네뜨아파트,서울특별시 동작구 사당동 1143 남해오네뜨아파트,분양,개별난방,16925.967,1,131.0,남해건설,남해건설,0234722741, ,아파트,서울특별시 동작구 사당로2가길 173,위탁관리,혼합식,20021230,025811910,131.0,12763.656,60.0,57.0,14.0,0.0,9821.645,1159010700,15.0,15.0,2.0,3.0,07030
A10025013,사당롯데캐슬골든포레,서울특별시 동작구 사당동 1160 사당롯데캐슬골든포레,분양,개별난방,160369.27,17,959.0,롯데건설,사당2주택 재건축정비사업조합,0234874101, ,아파트,서울특별시 동작구 사당로 90,위탁관리,혼합식,20210702,0234874102,996.0,94432.086,468.0,488.0,3.0,0.0,69431.36,1159010700,18.0,18.0,4.0,36.0,07075
A10026025,사당갑을명가아파트,서울특별시 동작구 사당동 1151 사당갑을명가아파트,분양,개별난방,8285302.5,1,63.0,갑을건설,갑을건설,025845012, ,아파트,서울특별시 동작구 솔밭로 65,위탁관리(직영+위탁),계단식,20060324,025845011,63.0,6243.457,0.0,63.0,0.0,0.0,5022.5619,1159010700,12.0,12.0,1.0,3.0,07031
A10026299,래미안로이파크아파트,서울특별시 동작구 사당동 1159 래미안로이파크아파트,혼합,개별난방,117327.85,6,668.0,삼성물산(주),사당1 주택재건축정비사업,025959481, ,아파트,서울특별시 동작구 사당로23길 112,위탁관리,계단식,20181227,025959483,668.0,68672.53,158.0,486.0,24.0,0.0,53752.64,1159010700,25.0,25.0,4.0,18.0,07001
A10027495,이수자이 주상복합,서울특별시 동작구 사당동 147-29 이수자이 주상복합,분양,개별난방,52544.0,2,140.0,GS건설,(주)모벡에셋,025975116, ,주상복합,,위탁관리(직영+위탁),복도식,20101215,025975117,140.0,36015.32,0.0,0.0,120.0,20.0,16732.83,1159010700,24.0,24.0,7.0,2.0,
A15609001,사당유니드,서울특별시 동작구 사당동 1155 사당유니드,분양,개별난방,23347.76,5,151.0,대성산업(주),사당제7주택 재개발조합,025330511,cafe.daum.net/sd-uneed,아파트,서울특별시 동작구 동작대로29길 195,위탁관리,계단식,20090203,025330588,151.0,15206.71,27.0,124.0,0.0,0.0,11568.59,1159010700,9.0,9.0,3.0,10.0,06991
A15609002,사당삼호그린,서울특별시 동작구 사당동 1138 사당삼호그린,분양,개별난방,27671.55,1,211.0,(주)삼호건설,그린재건축조합,025834642, ,아파트,서울특별시 동작구 사당로2가길 188,위탁관리,혼합식,19991016,025834643,211.0,16298.841,83.0,110.0,18.0,0.0,16320.64,1159010700,17.0,17.0,3.0,5.0,07031
A15609003,사당휴먼시아,서울특별시 동작구 사당동 1154 사당휴먼시아,분양,개별난방,64450.0,8,480.0,(주)서희건설,한국토지주택공사,025882778, ,아파트,서울특별시 동작구 사당로16길 96,위탁관리,계단식,20090305,025882779,480.0,49613.918,96.0,384.0,0.0,0.0,38308.12,1159010700,15.0,15.0,3.0,18.0,07020
A15609005,사당 대림아파트,서울특별시 동작구 사당동 169-8 사당 대림아파트,분양,개별난방+기타,136437.05,12,1152.0,대림산업,대림산업,025939580,사당대림.apti.co.kr,아파트,서울특별시 동작구 사당로17길 52,위탁관리,계단식,19900807,025946447,1152.0,135400.5,162.0,570.0,419.0,1.0,110733.24,1159010700,15.0,15.0,0.0,35.0,07005
A15609006,신동아5,서울특별시 동작구 사당동 1137 신동아5,혼합,지역난방,35030.57,4,333.0,신동아건설(주),신동아건설(주),025996159,www.shindonga5.com,아파트,서울특별시 동작구 동작대로29길 118,위탁관리,혼합식,19981120,025996156,333.0,30096.67,177.0,90.0,66.0,0.0,22789.77,1159010700,19.0,19.0,0.0,8.0,06998
A15609007,이수역리가,서울특별시 동작구 사당동 1157 이수역리가,분양,개별난방,75491.26,8,452.0,LIG건설,사당동 지역주택조합,025323506, ,아파트,서울특별시 동작구 사당로27길 130,위탁관리,계단식,20130924,025323507,452.0,48868.62,0.0,452.0,0.0,0.0,38380.3692,1159010700,17.0,17.0,3.0,1.0,07000
A15609008,사당대아2차,서울특별시 동작구 사당동 1135 사당대아2차,분양,,16018.96,1,120.0,대아아파트,대아아파트,025358849, ,아파트,서울특별시 동작구 사당로 165,자치관리,복도식,19980530,0263328849,120.0,11926.16,64.0,56.0,0.0,0.0,8591.36,1159010700,19.0,19.0,3.0,2.0,
A15609301,사당롯데캐슬,서울특별시 동작구 사당동 1149 사당롯데캐슬,분양,개별난방,31057144.0,4,223.0,롯데건설(주),남성재건축조합,0234767786,a79596@gmail.com,아파트,서울특별시 동작구 사당로27길 181,위탁관리,계단식,20040922,025370678,223.0,19590.4,0.0,198.0,25.0,0.0,19534.249,1159010700,15.0,15.0,1.0,8.0,06989
A15609303,사당경남아너스빌,서울특별시 동작구 사당동 1134 사당경남아너스빌,분양,개별난방,45527.273,3,340.0,대아건설,대아건설,025925644, ,아파트,서울특별시 동작구 사당로9가길 82,자치관리,혼합식,19970228,025925889,340.0,26805.8,144.0,144.0,52.0,0.0,26805.8,1159010700,18.0,18.0,2.0,8.0,06988
